site,attraction_location,total_reviews,date_dataAccess,page_nbr,title,full_review,date,userName,device,userLocation
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",27,10 of the 11 churches were open - well worth it!!,"These rock churches are stunning. Created from single slabs of rock and built from the top down, these churches offer a glimpse of beauty from almost a millennium passed. We were able to visit all 10 churches in about 4 hours. Our guide was knowledgeable...More","February 15, 2016",Gluten-FreeHeather,NA,"Hong Kong, China"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",27,what a view from above!,"The church is stunning; from the top or at the base, it' a beautiful rock church. How it can be made from a single slab of rock is astounding. I believe our guide said it was the youngest of the 11 churches in the area.","February 15, 2016",Gluten-FreeHeather,NA,"Hong Kong, China"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",27,The most interesting church I visited,This is by far the most interesting and unique church I visited so far. The idea to dig a church in the hard rock is unbelievable and very hard to understand. The technological and aesthetical achievements are exceptional. A mast to see if you are...More,"February 14, 2016",Yaron_RE,NA,"Lewes, Delaware"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",27,Lalibela churches ,"Amazing churches carved out of the rock, a UNESCO site, many of the churches are being covered by tarp to prevent future damage. Cost is $50...","February 13, 2016",ziolith,via mobile ,"Dundalk, Ireland"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",27,Spectacular ,This is the church most people see images of in relation to Lalibela. The view from the top is amazing. If you are in the area go here just to see this - go down and sit inside.,"February 13, 2016",ziolith,via mobile ,"Dundalk, Ireland"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",27,thats why people visit Lalibela,"I must warn you the entrance fee is quite high. 50 USD per person which I found really expensive for such heritage attraction. Still if you are in Africa and visiting these churches for its historical values, you will love it. One more tips, many...More","February 12, 2016",Tanzia i,NA,"Berlin, Germany"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",27,wonderful example of church,"St. George is the church for which we visited Lalibela. Although the trouristic fee is really high, if you are in Lalibela, you must visit all thre church clusters. St. Gerge is the most important of all three. You will be surprised!","February 12, 2016",Tanzia i,NA,"Berlin, Germany"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",27,Unique,"This is the most famous of the area stone curved churches and is very unique. The way to the church is quite hard and I wonder why the local authorities have not invested the minimal effort to make it more accessible, especially in face of...More","February 11, 2016",GXR2013,NA,"Pasadena, California"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",28,Impeccable,"Words or pictures can not do justice to this 12th century living heritage of Lalibela. It simply blow a mind away and hard to imagine they were all curved out of one Solid rock and all made by hand!!!
I would just say this is...More","February 8, 2016",534900,via mobile ,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",28,"Outstanding, but get a registered guide!","The rock churches of Lalibela are probably the most famous of Ethiopia's many amazing historical attractions. There are 11 churches in Lalibela itself, in two groups (4 and 6 churches each), with the wonderful Bet Giyorgis by itself. (There are more churches in the area...More","February 8, 2016",Margaret G,NA,"Victoria, Malta"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",28,Most interesting churches.,A must to visit if you are in Ethiopia. These churches are different from all the churches I saw so far.,"February 5, 2016",Yaron_RE,via mobile ,"Lewes, Delaware"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",28,During Timkat the place was too full of tourists,"As a photographer I try to get pictures of places without too many people. While the church itself is fascinating, the photography of it turned out to be more difficult than expected, mainly due to too many people around. Timkat festival is intense, but be...More","February 5, 2016",chrismarquardt,NA,"Hannover, Germany"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",28,Lalibela's amazing churches,"Lalibela is a world heritage site and rightly deserves the designation. The churches, which you really need to see with a guide (who wasn't that expensive.) The city is worth a visit too, but the churches are amazing. And if you show respect to the...More","February 3, 2016",Sullivanscoffee,NA,"Portland, Oregon, United States"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",28,amazing,"Its amazing how these things have been preserved over the years. something to wonder is how they carved all that in the walls so many years ago, church of st george its crazy how they bug up so much","February 1, 2016",Shreyash P,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",28,Extraordinary,"I do not claim I am a great traveler, but this surpasses whatever I have seen before
Imagine of an architectural interpretation of the Bible
Unbelievably imaginative and gripping
It is like the king has composed of a beautiful music architecturally
The land scape around...More","February 1, 2016",Mekonnen B,via mobile ,"Addis Ababa, Ethiopia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",28,amazing churches and very good guide arranged by Inside Ethiopia Tours for just one day,"the churches are amazing, absolutely beautiful and no where else, our guide Derebe Tadese who was excellent. Who arrange our visit Inside Ethiopia Tours was well organized.
We enjoyed our stay with Inside Ethiopia Tours and our guide Derebe.
Hans","February 1, 2016",Hansp2034,NA,"Zurich, Switzerland"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",28,Amazing!,It was my first time at Lalibela and all I have to say is wow. Seeing the underground churches was amazing and learning the history from one of the guides was a great experience. Although st. George (the one shaped like a cross) is the...More,"January 30, 2016",Fikrea T,NA,"Atlanta, Georgia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",28,this churches is built in 12 century only in one rock.and bete medhanialem lalibela is the world largest pure monolitic,this churches is built in 12 century only in one rock.and bete medhanialem lalibela is the world largest pure monolitic,"January 29, 2016",Mekasha B,NA,"Addis Ababa, Ethiopia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",29,A Unesco World Heritage site,"The complex of churches of Lalibela is among st the first sites (1978) to be recognized as a World Heritage site by Unesco . If it would have been outside of Africa , it would certainly have been in the list of finalists for the...More","January 26, 2016",belleretraite,NA,"Montreal, Canada"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",29,Keep this one for the end !,"This is the most spectacular church of the rock churches of Lalibela ! As most of the tourists do visit the different clusters of churches , it is advisable to end the visit with the Church of St George ! Once you see this one...More","January 26, 2016",belleretraite,NA,"Montreal, Canada"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",29,Fantastic place,"There are several churches here in Lalibela. They are unique and exception in their architecture and history. St George is the only one which is not covered by an awning, as determined by UNESCO. So it is the one which just jumps out of the...More","January 25, 2016",Sullivanscoffee,NA,"Portland, Oregon, United States"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",29,An unforgettable trip,"I recently visited Lalibela as part of an Ethiopian Christmas tour. Ethiopia is a country with tremendous tourist potential, having great cultural and natural resources, but tourism is I its infancy there so it isn't an easy ride. For anyone thinking of making the trip,...More","January 23, 2016",Christina E,NA,"Nairobi, Kenya"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",29,Great day out,"Really enjoyed our tour of the Churches. We arrived early that morning. After we had settled into our hotel the Red Rock Hotel, we set off to the Churches. We saw six of the eleven evening taking a trip through 'Hell' (ask a guide to...More","January 22, 2016",Rossscalise,NA,"Essex, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",29,2-3 churches is enough,"They are amazing! But the guide, although passionate, begins to say the same things.
Enjoyed being there for sunrise mass on sun to see the churches in action without other tourists.
Don't feel bad if you wear out after 2 hours of churches.
* tip...More","January 18, 2016",Holly H,via mobile ,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",29,Wedding Anniversary in Lalibela,"On a trip through Ethiopia we stayed 3 days in Lalibela coinciding with our 15th Wedding Anniversary. It was the most unforgettable experience. Our guide, Melsie Adamu, went out of his way to make our day very special. He arranged for us to have a...More","January 18, 2016",Jessinman,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",29,WOW!,"Amazed and amused of what people is capable of doing with their own hands and simple tools. Exploring the different churches becomes a fun game of discovering different caves and rocky hallways, and each church is unique and breathtaking. The price of admission is somewhat...More","January 18, 2016",millamook,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",29,Amazing churchs,"The famous rock churchs in Lalibela are amazing, the athmosphere is quiet and friendly. The church of St. George of course is the highlight - take some time here!","January 17, 2016",Alexander H,NA,Bonn
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",29,very impressive but overpriced,the churches of lalibela are a must-see but very expensive for ethiopia. you have a 5-day-pass but will probably just need 1 or 2 depending on your visiting velocity. it is nice though that every church can be entered and explored in peace if you...More,"January 16, 2016",Do_Ris_Ka_Ro,NA,"Vienna, Austria"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",30,Lalibela is a must for fairly adventurous travellers. .,"The Churches are a wonder and nothing else compares. There is also a new Church Museum. There are Monastries and rock hewn Churches in the countryside all around Lalibela and they are all worth a visit, even if you have to set out at 7...More","January 15, 2016",PatA2006,NA,"Norwich, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",30,A Christmas Day to remember,"Christmas Day is the 7th January in Ethiopia and this coincided with our visit. We were I the crush with many of the worshippers, a truly memorable experience to see these fascinating churches being active place of worship. It was also great to have the...More","January 14, 2016",Aliena57,NA,"Warwick, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",30,Great guide with indepth knowledge of the orthodox Ethiopian church,"It was amazing to visit the churches of Lalibela. Years ago I came across a photo of the churches, and since then have felt a deep longing to visit. I was blessed to visit the churches with guide Gimmy, who I met at the tourist...More","January 14, 2016",Dieuwertje d,NA,"Amsterdam, The Netherlands"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",30,The experience of a lifetime!,"I just visited Lalibela for the 3 days of Orthodox Christmas as part of a a tour organised by Witness Ethiopia Tours in Addis. I can't recommend them highly enough; Ermias is charming, efficient, got rooms for us in good clean hotels and bent over...More","January 13, 2016",RosaSwitzerland,via mobile ,Switzerland
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",30,fascinating but small and crowded,The churches fall into 2 groups and are visited separately. The way built is amazing but they are small so can get crowded especially on high days as they are still working churches. Not good for those with mobility issues as floors are uneven and...More,"January 13, 2016",packyderm,NA,UK
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",30,"St Georges, the last build by King Lalibela",The churches come as a package and all are visited over two days. They are the reason for visiting Lalibela and nothing like them is found anywhere else.,"January 13, 2016",PatA2006,NA,"Norwich, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",30,Amazing masterpiece!,"Get up on the hill next to the church to get a top view. Note that during Christmas (Jan 4-8) it will be very busy, but also great for taking people pictures.","January 12, 2016",M N,NA,"Eindhoven, The Netherlands"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",30,A must visit,"It was a treat to explore the churches of Lalibela. There's such a beautifully serene energy and so many nooks and crannies to explore.
Exploring the churches while worshippers walked up and down in silence gave us the feeling of being both in the present...More","January 12, 2016",Arit O,via mobile ,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",30,Awe inspiring ,"My first sight of the Church of St George prepared me for the rest of the visit. It's quite simply awe inspiring. The inside is very very simple, an interesting contrast to the outside.
We were one of the last groups for the day and...More","January 12, 2016",Arit O,via mobile ,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",30,"Expensive, but a must see","Very impressive, some of them. there always seems to be one or two undergoing restoration work. some people go here for 3 days, 1 day is more than enough","January 11, 2016",john c,NA,"County Cork, Ireland"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",31,Amazing,"No doubt you'll be all churched-out by the end, but these living churches offer a great insight into Ethiopian Orthodox Christianity, and the many fascinating stories the church tells about the past! A good guide will give you the churches version (which they wholeheartedly believe),...More","January 10, 2016",drnlm,NA,"Arusha, Tanzania"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",31,Spectacular,"In my opinion, this is the most spectacular of the Lalibela churches! You see it first from above, and then descend down to enter the site itself. There were a lot of other tourists around, but that's not surprising.","January 10, 2016",drnlm,NA,"Arusha, Tanzania"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",31,Fab!,"Photos do not do the churches of Lalibela justice, especially that of St. George. Note that if you are going to view the churches have on sturdy shoes and socks as there is a bit of climbing involved and you will need to remove your...More","January 4, 2016",RubyRedSlippers2014,NA,"Johannesburg, South Africa"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",31,"Skip the guides, ignore the touts and you'll have a great time","Lalibela is ruined by its touts. You can't walk around town at all without someone hassling you. A few of the people are genuinely cool and don't ask for any money (or then it's a very very long con), but how can you ever know...More","January 4, 2016",mpki,NA,"Helsinki, Finland"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",31,"The nicest church in Lalibela, but honestly the clusters are more interesting","The church is pretty amazing and provides a great photo opportunity, but there's not much inside. I don't really have travel tips for this place because you go down, you walk around for 15-30 minutes and you've seen pretty much everything. The clusters of churches...More","January 4, 2016",mpki,NA,"Helsinki, Finland"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",31,"Historical, impressive, and WAY overpriced!","No question, the churches are impressive both from a visual and historical standpoint - a must see while here but the $50 entrance fee is a total rip-off unless you're taking advantage of going several days (I believe it's good for up to 5 days)....More","January 2, 2016",Dan C,NA,"Los Angeles, California"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",31,"As for the Church of St. George, magnificent","We were privileged to attend a sunay morning service here, a guide is a must to get the best from the site, an unforgettable experience.","January 1, 2016",MountainFrancis,NA,"Isle of Skye, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",31,As stunning as all those documentaries suggest,"Magnificent from the outside and mystical on the inside, the only thing that may keep you from visiting is vertigo on the approach.","January 1, 2016",MountainFrancis,NA,"Isle of Skye, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",31,Impressive and a little sad.,"This massive and amazing church complex is both impressive and a little sad. According to historians it took at least 40 000 man to build the churches (the other theory is that it was angels that built it during the nights), just imagine all the...More","January 1, 2016",NilsOMoelleby,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",31,What to say?,Mind-blowing place! Just imagine all the labour thats invested in this (or was it built by angels?) Don´t miss the corps of monks and israeli pilgrims in the grave to your left when you enter the ground of the church.,"January 1, 2016",NilsOMoelleby,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",32,A MUST see,The churches of Lalibela are amazing and beautiful. The chuches are still used every day by very devout people in the area.,"December 31, 2015",Catherine_Seal_Beach,NA,"Seal Beach, California, United States"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",32,Extraordinary church,Beautiful structure with very interesting history. We were fortunate enough to attend a service while there which was magical.,"December 30, 2015",apritchard,NA,"Washington DC, District of Columbia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",32,A must-see,"I think this is likely the most well-known church in Ethiopia, and for good reason. It's amazing to think that this was chiseled out of stone. Even my young kids loved it.","December 28, 2015",r0dneylc,NA,"Landstuhl, Germany"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",32,Magical,"Be prepared to be amazed and enthralled, and to marvel at the ability of those who created these splendours. There was a service in progress at Bet Amanuel, a monolithic construction, when I visited, which was a highlight. Very atmospheric and mystical. Bet Giyorgis seems...More","December 27, 2015",arapuni,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",32,RIDICULOUSLY overpriced at $50 US admission.,"Current admission prices to Lalibela's churches are absolutely ridiculous at $50 US. Yes, $50 US. Sure, the ticket allows you multiple days of visits (as the ticket office staff will remind you), but consider this: $50 US is insane when compared to how much you'd...More","December 26, 2015",Matt W,NA,"Saint Louis, Missouri"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",32,a guide with lots of knowledge,"Thanks to our friends that we got to meet in Bahir Dar, we got in touch with the guide Haile Mariam. He made us a good daily price to visit the compounds. He stayed with us all day and gave us lots of information that...More","December 20, 2015",innbelgium,NA,belgium
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",32,The highlight of our holiday,On the tourist route of course but the 'must see' in the country. The sites are well coordinated and organised as of course a world heritage site would be.,"December 19, 2015",Barb M,NA,Briatol
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",32,The best rock church,This was the highlight of my visit. No intrusive overhead canopy and the 'footprints ' of his horse were magical.,"December 19, 2015",Barb M,NA,Briatol
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",32,Why we come to Lalibela. Nothing short of spectacular,"Where do I begin. These rock hewn churches are a testament to love, engineering, and perhaps madness. But this site of the Orthodox cross-shaped structure emerging from the ground will arouse all kinds of emotions. I will never forget this place, and hope to visit...More","December 15, 2015",Balkans_Phile,NA,"Los Angeles, California"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",32,very old churches,Incredibly old churches that still retain their appearance. Easy to see them and it is necessary to have a good official guide,"December 13, 2015",andersmaria041,NA,"Stockholm, Sweden"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",33,A church to be seen,"Truly an impressive building. Truly an impressive building and easily accessible from the small center in Lalibela. No annoying salesmen, as in many other similar attractions","December 13, 2015",andersmaria041,NA,"Stockholm, Sweden"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",33,Too expensive to fully appreciate,"To visit the 11 small rock hewn churches in Lalibela costs now 50 US $, probably because Ethiopians pay nothing, which is O.K. for pilgrims and poor visitors, but I find it unfair that foreigners are the only ones who pay entrance fees. The E.U....More","December 11, 2015",travelmartin,NA,"Munich, Germany"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",33,astonishing place ever my life,"a good and nice orthodox pilgrimage church next to Jerusalem , but always disturbed by tourists.the church have a good seeing and history.","December 8, 2015",solomon135,NA,"Addis Ababa, Ethiopia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",33,Rock-hewn churches of Lalibela 2015,One of the great highlights of Ethiopia. Ranks as high as Petra in Jordan in rock carving skills. Interior much more impressive than Petra's.,"December 4, 2015",lildragon64,NA,"Amsterdam, The Netherlands"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",33,Magnificant,St George church is definitely the most beautiful one of the rock churches in Lalibela. A unique and enigmatic building created by mankind. Try to visit both in the morning and later in the afternoon as the colours will change.,"December 3, 2015",Luciano065,NA,Netherlands
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",33,Incredible! You have to go!,"Visiting the churches is an awesome experience, the work that went into constructing all of them must have been a mammoth task as they are all so detailed and the planning to carve them from the top down must have involved incredibly skilled craftsmen. I...More","December 2, 2015",Alex S,NA,"Brussels, Belgium"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",33,Wow,It is an absolutely amazing place to visit! I would love to return and spend more time around the churches. St George is the best preserved of all of them and it's great that people still come and pray here. To enter the courtyard surrounding...More,"December 2, 2015",Alex S,NA,"Brussels, Belgium"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",33,Astonishing!,"It is difficult to describe how astounding these sites are. The 11 churches are completely unique, carved from the solid, volcanic mountain-side during the 12th century AD. Each church is very distinctive and different in design and composition, most are extremely well preserved.
HaileMariam was...More","November 30, 2015",TheBirchallFamily,NA,"London, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",33,Wonderful amazing sights,"Overall our trip to Ethiopia did not meet my expectations, but Lalibela was certainly the highpoint of the trip. These many rock-hewn churches are amazing. Having a guide certainly enhances the experience - ours explained the significance of the various carvings, etc. Wear sturdy walking...More","November 28, 2015",TigerFord7571,NA,Connecticut
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",33,The highlight of our trip to Ethiopia,"It is impossible to describe how amazing this structure is. How it was carved out of the rock is so difficult to imagine. Even though we had seen 10 other rock hewn churches before getting here, we were blown away. Suggest saving it to the...More","November 28, 2015",TigerFord7571,NA,Connecticut
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",34,Amazing,"Nothing really prepares you for the sight of churches carved out of the rock; it's extraordinary and worth every penny of the entrance (which can be used for a couple of days). Dating back to the 13th century, it really is a wonder of the...More","November 26, 2015",Moodleprof,NA,"London, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",34,Definitly worth visiting,These serie of churches are making you wonder. That feeling stays with you all the time when walking from one church to the other one. Most impressive one is Church of Sint George.,"November 21, 2015",FrancisMM,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",34,Unbelievable experience,The church of Sint George was the most impressive thing I saw in Ethiopia. When you are standing next to this building you cant believe that in that time people succeded in constructing this. Marvelous to see. You can enter the building. Very special experience.,"November 21, 2015",FrancisMM,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",34,Churches and guides,"Churches are amazing.
If your not religious or a history buff and just want to enjoy the churches like me, there is not really any use for a guide. Everyone in the tourism industry in lalibela will tell you that you need a guide. The...More","November 21, 2015",Lastplaceintheworld,via mobile ,"London, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",34,"A visit to ""Rock Written Gospel"" Lalibela","Its difficult from where I should start. We drove to lalibela through debrebirhan with a stop at Ankober's -reconstructed Palace, a stunning view to the lowlands all the way and back on the road that passes through the rolling hills around debresina then a dramatic...More","November 20, 2015",Yayeyaye Y,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",34,extraordinary,is it possible to fall in love with a past generation? this attraction is one that will inspire you to invent a time machine so that you can witness the making just to believe what you see! - no exaggeration,"November 18, 2015",Edom B,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",34,Fascinating & beautiful,what makes these churches cool (to me) was not the religious significance (although if you are religious that would certainly be a draw) but instead the fact that they are still used today-- a very real and raw experience.,"November 17, 2015",Ellen H,NA,"Nairobi, Kenya"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",34,Definitely the most unique place in whole Ethiopia,"Prepare to spend a whole day admiring what the acomplishments of the civilization in 12th century. Prepare to take your shoes off frequently, to pay 50 USD entrance fee (guide fee is additional 500 ETB), and also to take a lot of pictures (even the...More","November 17, 2015",Petr P,NA,NA
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",34,One of the the most beautiful buildings in the world.,"The location, a monolith carved out of rock from the top down, with its perfectly clean design makes this church one of most unusually beautiful sites in the world.","November 14, 2015",raf1860,NA,ct
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",34,Breathtakingly beautiful.,"This complex of churches - some monolithic, some carved into the rock - is an awe-inspiring site. The churches, although not in size, rank right up with the pyramids, the Great Wall, the temples of Angkor Wat in architectural design and beauty. The structures are...More","November 14, 2015",raf1860,NA,ct
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",35,World Wonder,"What every one says, A world wonder all built be hand in the 12th and 13th centuries. It is amazing they never got destroyed and well worth a visit.","November 13, 2015",jim f,NA,"Woodstock, Vermont"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",35,Simply amazing,"You have to see it to believe the incredible wisdom, talent and determination that people had in the 12th century. Pictures do not do it justice. Get a guide that is as English speaking as possible. Also read up on it before you come…unlike me","November 12, 2015",seetheworldtoday123,NA,"Lalibela, Ethiopia"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",35,Lalibela has an amazing collection of rock carved church at least 800 years old,"There are 2 major groupings of churches in Lalibela that are fairly close to each other.
The church are amazing as they were carved down into the rock; each has it's own drainage system and access. The style of excavation is unique to Ethiopia.","November 8, 2015",sue o,NA,"West Chicago, Illinois"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",35,Guide made the day amazing,"Spent an amazing day here. The churches are interesting on their own right but the history is captivating. Interacting with locals was another highlight. My guide, Hailu has a favinating history with Lalibela and really brought the experience to life.
Hailu
942775965","November 8, 2015",Scott E,via mobile ,"Vancouver, Canada"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",35,12th wonder of the world,Because I saw wonders 8-11 elsewhere on our trip to Ethiopia. Just an incredible sight - all of them. I just wish the UNESCO-sponsored roofs were more picturesque/less obtrusive.,"November 6, 2015",Cardiogelf1,NA,Boston
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",35,"AN AMAZING TOUR THROUGH TIME: Guided by Molla Kassaw, Lalibela Ethiopia","Through the expertise , knowledge, and professionalism of my Tour Guide Molla, my journey to Lalibela Ethiopia has been a picturesque learning experience. Molla was highly recommend to me, and I could not have found a more able Tour Guide concerning the history and culture...More","November 5, 2015",Ajuwa A,NA,"Miami, Florida"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",35,Not worth the money,"You can look at it from above, there is nothing inside. you don't need to pay to look and photo it from the top","November 4, 2015",natesade,NA,"Jerusalem, Israel"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",35,Way too expensive,"It costs 50USD per person!! the chuches from the inside are not interesing, and you can probably see most of the exterior without paying (the check the tickets only in the entrances to the churches)","November 4, 2015",natesade,NA,"Jerusalem, Israel"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",35,A must to see,"I wrote reviews about the churches of Lalibela and also St George's Church, so here I'll quote the story of building/excavating St George Church. My source is Philip Briggs book ""Ethiopia"", sixth edition, 2012, page 335:
St George was offended that none of Lalibela's churches...More","November 4, 2015",LoveEthiopia,NA,"England, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",35,"Bet Giyorgis Church, a wonder","No doubt that ALL the monolithic churches of Lalibela are magnificent and a wonder to see. However, I found that I had the greatest affinity towards St George's Church. This is the only church in the world that is monolith and Cross shaped. It is...More","November 3, 2015",LoveEthiopia,NA,"England, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",36,"No question about it, it's a must see","I have no idea why these spectacular churches are not classified as ""wonders of the world"", but they should be. There are at least 7++ of them (depending on your guide and imagination), most of them have been cut into and from solid rock and...More","November 3, 2015",TFH04,NA,"Henley-on-Thames, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",36,"Interesting sites, expensive","The churches are grouped into North and South and St George separate. One ticket gets you into them all. I believe it is valid for 5 days, but why you would want that long is beyond me.
The churches have undergone restoration, but much of...More","November 2, 2015",lI0ve2h0liday,NA,"Potters Bar, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",36,Definitely the best,"Due to preservation many if the churches in Lalibela are now nearly impossible to photograph.
This church of St George being the exception.
This was the last church built by King Lalibela and the design is clean and interesting. The inside is plain, it is...More","November 2, 2015",lI0ve2h0liday,NA,"Potters Bar, United Kingdom"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",36,Amazing architecture and Setting,"We really enjoyed visiting the rock-hewn, monolithic churches of Lalibela. They are truly wonders and very special. We also loved the setting in Lalibela. It is a small town high up in the open mountains of Ethiopia. At night, you can see every star and...More","November 1, 2015",BlackBearDiner,NA,"Sequim, Washington"
lalibela,"Lalibela 1000, Ethiopia",1433,"December 21, 2017",36,Nothing like it on earth,Go with an open mind and you will love it. If you're the kind of person that says Stonehenge was smaller than you imagined (or the Pyramids were not as you imagined then you will probably complain about the entrance fee) but if you can...More,"November 1, 2015",Rowena H,NA,"London, United Kingdom"
