attraction_location,title,user_location,date_dataAccess,date_raw,year,month,day,lon_user_location,lat_user_location,City,Country
"Lalibela 1000, Ethiopia",The most famous of them all,Brisbane,"December 22, 2017",2015-07-23,2015,7,23,153.0251235,-27.4697707,Brisbane City,Australia
"Lalibela 1000, Ethiopia",Fantastic Churches,Brisbane,"December 22, 2017",2015-07-23,2015,7,23,153.0251235,-27.4697707,Brisbane City,Australia
"Lalibela 1000, Ethiopia",Centuries-old churches --Amazing architecture,"Minneapolis, Minnesota","December 22, 2017",2015-07-22,2015,7,22,-93.2650108,44.977753,Minneapolis,United States
"Lalibela 1000, Ethiopia",Churches,"Addis Ababa, Ethiopia","December 22, 2017",2015-07-20,2015,7,20,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Truly amazing,"New York City, New York","December 22, 2017",2015-07-19,2015,7,19,-74.0059728,40.7127753,New York,United States
"Lalibela 1000, Ethiopia",Amazing World Heritage Site,"Doha, Qatar","December 22, 2017",2015-07-19,2015,7,19,51.53103979999999,25.2854473,Doha,Qatar
"Lalibela 1000, Ethiopia","A ""Must-Do"" in Your Lifetime","Doha, Qatar","December 22, 2017",2015-07-19,2015,7,19,51.53103979999999,25.2854473,Doha,Qatar
"Lalibela 1000, Ethiopia",See them all!,San Jose,"December 22, 2017",2015-07-17,2015,7,17,-121.8863286,37.3382082,San Jose,United States
"Lalibela 1000, Ethiopia",This is the reason why you visit Lalibella!,San Jose,"December 22, 2017",2015-07-17,2015,7,17,-121.8863286,37.3382082,San Jose,United States
"Lalibela 1000, Ethiopia",Visit lalibela,"Axum, Ethiopia","December 22, 2017",2015-07-17,2015,7,17,38.7472905,14.1340317,Aksum,Ethiopia
"Lalibela 1000, Ethiopia",Churches,"Addis Ababa, Ethiopia","December 22, 2017",2015-07-17,2015,7,17,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Amazing Experience,"Shakopee, Minnesota, United States","December 22, 2017",2015-07-16,2015,7,16,-93.5272861,44.7973962,Shakopee,United States
"Lalibela 1000, Ethiopia",Awe-inspiring.,"Basingstoke, United Kingdom","December 22, 2017",2015-07-07,2015,7,7,-1.0923964,51.26654,Basingstoke,United Kingdom
"Lalibela 1000, Ethiopia",Incredible monolith in the middle of nowhere,Istanbul,"December 22, 2017",2015-07-01,2015,7,1,28.9783589,41.0082376,NA,Turkey
"Lalibela 1000, Ethiopia",Hewn Churches and Helping Hands,"Perth, Australia","December 22, 2017",2015-06-30,2015,6,30,115.8604572,-31.9505269,Perth,Australia
"Lalibela 1000, Ethiopia",Amazing!,"Curitiba, PR","December 22, 2017",2015-06-18,2015,6,18,-49.2653819,-25.4244287,Curitiba,Brazil
"Lalibela 1000, Ethiopia",Ancient Christian Footsteps,"New Delhi, India","December 22, 2017",2015-06-12,2015,6,12,77.2090212,28.6139391,New Delhi,India
"Lalibela 1000, Ethiopia",Going Back in Time Capsule,"New Delhi, India","December 22, 2017",2015-06-12,2015,6,12,77.2090212,28.6139391,New Delhi,India
"Lalibela 1000, Ethiopia",Best ever!!!,"Community of Madrid, Spain","December 22, 2017",2015-06-08,2015,6,8,-3.7038322,40.4167515,Madrid,Spain
"Lalibela 1000, Ethiopia",Why are you even reading this?,"Melbourne, Australia","December 22, 2017",2015-06-07,2015,6,7,144.9630576,-37.8136276,Melbourne,Australia
"Lalibela 1000, Ethiopia",Unbelievable visit,"Lilongwe, Malawi","December 22, 2017",2015-06-04,2015,6,4,33.7741195,-13.9626121,Lilongwe,Malawi
"Lalibela 1000, Ethiopia",All the churches of Lalibela,"Preston, United Kingdom","December 22, 2017",2015-05-27,2015,5,27,-2.70309,53.763201,Preston,United Kingdom
"Lalibela 1000, Ethiopia",Rock Church of Lalibela,"Preston, United Kingdom","December 22, 2017",2015-05-27,2015,5,27,-2.70309,53.763201,Preston,United Kingdom
"Lalibela 1000, Ethiopia",simply amazing,"Hawick, United Kingdom","December 22, 2017",2015-05-26,2015,5,26,-2.780914,55.42706,Hawick,United Kingdom
"Lalibela 1000, Ethiopia",you need a good guide to fully understand everything,"Hawick, United Kingdom","December 22, 2017",2015-05-26,2015,5,26,-2.780914,55.42706,Hawick,United Kingdom
"Lalibela 1000, Ethiopia",A fascinating insight into Ethiopian Orthodox Christianity,Vietnam,"December 22, 2017",2015-05-25,2015,5,25,108.277199,14.058324,NA,Vietnam
"Lalibela 1000, Ethiopia",Visiting Lalibela,"Cape Town, South Africa","December 22, 2017",2015-05-20,2015,5,20,18.4240553,-33.9248685,Cape Town,South Africa
"Lalibela 1000, Ethiopia",won over this naysayer,"New Orleans, Louisiana","December 22, 2017",2015-05-11,2015,5,11,-90.0715323,29.95106579999999,New Orleans,United States
"Lalibela 1000, Ethiopia",Excellent,"Brussels, Belgium","December 22, 2017",2015-05-09,2015,5,9,4.3517211,50.8503463,Brussel,Belgium
"Lalibela 1000, Ethiopia",Trully amazing!,Belgium,"December 22, 2017",2015-05-08,2015,5,8,4.469936,50.503887,Les Bons Villers,Belgium
"Lalibela 1000, Ethiopia",Wonderful,"Singapore, Singapore","December 22, 2017",2015-04-27,2015,4,27,103.819836,1.352083,Singapore,Singapore
"Lalibela 1000, Ethiopia",slow down and really spend time with the site,"Santa Fe, New Mexico","December 22, 2017",2015-04-27,2015,4,27,-105.937799,35.6869752,Santa Fe,United States
"Lalibela 1000, Ethiopia",Must see stop in Ethiopia,"Santa Fe, New Mexico","December 22, 2017",2015-04-27,2015,4,27,-105.937799,35.6869752,Santa Fe,United States
"Lalibela 1000, Ethiopia",Amazing !,"Bengaluru, India","December 22, 2017",2015-04-27,2015,4,27,77.5945627,12.9715987,Bengaluru,India
"Lalibela 1000, Ethiopia","The 8th wonder ,you must visit the second Jerusalem","Washington DC, District of Columbia","December 22, 2017",2015-04-25,2015,4,25,-77.0368707,38.9071923,Washington,United States
"Lalibela 1000, Ethiopia",Over rated,PA,"December 22, 2017",2015-04-25,2015,4,25,-77.1945247,41.2033216,Linden,United States
"Lalibela 1000, Ethiopia",Fantastic,"Shanghai, China","December 22, 2017",2015-04-24,2015,4,24,121.4737021,31.2303904,Shanghai,China
"Lalibela 1000, Ethiopia",Must Visit these amazing rock-hewn Churches,"Cairo, Egypt","December 22, 2017",2015-04-21,2015,4,21,31.2357116,30.0444196,NA,Egypt
"Lalibela 1000, Ethiopia",Like you have never seen,"Johannesburg, South Africa","December 22, 2017",2015-04-19,2015,4,19,28.0473051,-26.2041028,Johannesburg,South Africa
"Lalibela 1000, Ethiopia",Still amazing after many visits....,"Antwerp, Belgium","December 22, 2017",2015-04-19,2015,4,19,4.4024643,51.2194475,Antwerpen,Belgium
"Lalibela 1000, Ethiopia",Fantastic Church,"San Francisco, California","December 22, 2017",2015-04-17,2015,4,17,-122.4194155,37.7749295,San Francisco,United States
"Lalibela 1000, Ethiopia",Outstanding Must-See Churches,"San Francisco, California","December 22, 2017",2015-04-16,2015,4,16,-122.4194155,37.7749295,San Francisco,United States
"Lalibela 1000, Ethiopia",very impressive,"Monterrey, Mexico","December 22, 2017",2015-04-15,2015,4,15,-100.3161126,25.6866142,Monterrey,Mexico
"Lalibela 1000, Ethiopia",One of it kind in the world,"Monterrey, Mexico","December 22, 2017",2015-04-15,2015,4,15,-100.3161126,25.6866142,Monterrey,Mexico
"Lalibela 1000, Ethiopia",Unique church in Lalibela,Israel,"December 22, 2017",2015-04-14,2015,4,14,34.851612,31.046051,NA,Israel
"Lalibela 1000, Ethiopia",Great,Lagunitas california,"December 22, 2017",2015-04-14,2015,4,14,-122.7022085,38.0113119,Lagunitas,United States
"Lalibela 1000, Ethiopia",Fabulous,Lagunitas california,"December 22, 2017",2015-04-14,2015,4,14,-122.7022085,38.0113119,Lagunitas,United States
"Lalibela 1000, Ethiopia",Interesting place a lot of history,Israel,"December 22, 2017",2015-04-14,2015,4,14,34.851612,31.046051,NA,Israel
"Lalibela 1000, Ethiopia",Preservation or destruction?,katmandu,"December 22, 2017",2015-04-12,2015,4,12,85.3239605,27.7172453,Kathmandu,Nepal
"Lalibela 1000, Ethiopia",St.George's Church,"Cape Town, South Africa","December 22, 2017",2015-04-11,2015,4,11,18.4240553,-33.9248685,Cape Town,South Africa
"Lalibela 1000, Ethiopia",amazingly you cannot see them from a short way off,"Cape Town, South Africa","December 22, 2017",2015-04-11,2015,4,11,18.4240553,-33.9248685,Cape Town,South Africa
"Lalibela 1000, Ethiopia",Incredible that anyone conceived of and executed these churches,"Landenberg, Pennsylvania","December 22, 2017",2015-04-08,2015,4,8,-75.7716437,39.7777755,Landenberg,United States
"Lalibela 1000, Ethiopia",Get here fast,"London, United Kingdom","December 22, 2017",2015-04-05,2015,4,5,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",African petra,"Addis Ababa, Ethiopia","December 22, 2017",2015-04-04,2015,4,4,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Amazing and impressing,Oslo,"December 22, 2017",2015-04-01,2015,4,1,10.7522454,59.9138688,Oslo,Norway
"Lalibela 1000, Ethiopia",Amazing churches of LAlibela,"Johannesburg, South Africa","December 22, 2017",2015-03-30,2015,3,30,28.0473051,-26.2041028,Johannesburg,South Africa
"Lalibela 1000, Ethiopia",Couldn't help but to compare to Petra!,"Oxford, England, United Kingdom","December 22, 2017",2015-03-25,2015,3,25,-1.2577263,51.7520209,Oxford,United Kingdom
"Lalibela 1000, Ethiopia",It's the one you see in the books!,"Oxford, England, United Kingdom","December 22, 2017",2015-03-25,2015,3,25,-1.2577263,51.7520209,Oxford,United Kingdom
"Lalibela 1000, Ethiopia",Magical,"Penarth, United Kingdom","December 22, 2017",2015-03-24,2015,3,24,-3.173507,51.438798,Penarth,United Kingdom
"Lalibela 1000, Ethiopia",Amazing churches,"Penarth, United Kingdom","December 22, 2017",2015-03-24,2015,3,24,-3.173507,51.438798,Penarth,United Kingdom
"Lalibela 1000, Ethiopia",Unique churches,"Scarborough, United Kingdom","December 22, 2017",2015-03-24,2015,3,24,-0.399752,54.283113,Scarborough,United Kingdom
"Lalibela 1000, Ethiopia",Just like the pictures,"London, United Kingdom","December 22, 2017",2015-03-19,2015,3,19,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",A cross shaped church is just the beginning,"Addis Ababa, Ethiopia","December 22, 2017",2015-03-17,2015,3,17,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Amazing,"Addis Ababa, Ethiopia","December 22, 2017",2015-03-17,2015,3,17,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",the strength of man,"Addis Ababa, Ethiopia","December 22, 2017",2015-03-16,2015,3,16,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Great Site- Marred By Usual Ethiopian Mismanagement,Anchorage,"December 22, 2017",2015-03-14,2015,3,14,-149.9002778,61.2180556,Anchorage,United States
"Lalibela 1000, Ethiopia",Do not miss these churches,"Scottsdale, Arizona","December 22, 2017",2015-03-09,2015,3,9,-111.9260519,33.4941704,Scottsdale,United States
"Lalibela 1000, Ethiopia",Fantastic,"Scottsdale, Arizona","December 22, 2017",2015-03-09,2015,3,9,-111.9260519,33.4941704,Scottsdale,United States
"Lalibela 1000, Ethiopia",The most spectacular of the rock churches,Sevenoaks Uk,"December 22, 2017",2015-03-04,2015,3,4,0.190898,51.27241000000001,Sevenoaks,United Kingdom
"Lalibela 1000, Ethiopia",Deservedly a world heritage site,Sevenoaks Uk,"December 22, 2017",2015-03-04,2015,3,4,0.190898,51.27241000000001,Sevenoaks,United Kingdom
"Lalibela 1000, Ethiopia",interesting- within the church cluster,London,"December 22, 2017",2015-03-03,2015,3,3,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",very interesting,London,"December 22, 2017",2015-03-03,2015,3,3,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",Carved Churches of Lalibela,"Spring Grove, Pennsylvania","December 22, 2017",2015-03-03,2015,3,3,-76.8658078,39.8745436,Spring Grove,United States
"Lalibela 1000, Ethiopia",Highlight,"Essen, Germany","December 22, 2017",2015-03-02,2015,3,2,7.0115552,51.4556432,Essen,Germany
"Lalibela 1000, Ethiopia",Be careful if you suffer from vertigo or are unsteady on your pins,"Albi, France","December 22, 2017",2015-02-26,2015,2,26,2.1486413,43.9250853,Albi,France
"Lalibela 1000, Ethiopia",simply amazing,"Mullingar, Ireland","December 22, 2017",2015-02-22,2015,2,22,-7.3381378,53.5259334,Mullingar,Ireland
"Lalibela 1000, Ethiopia",Fantastic!,"Los Angeles, California","December 22, 2017",2015-02-18,2015,2,18,-118.2436849,34.0522342,Los Angeles,United States
"Lalibela 1000, Ethiopia",Lives up to their fame,"Calgary, Canada","December 22, 2017",2015-02-11,2015,2,11,-114.0708459,51.0486151,Calgary,Canada
"Lalibela 1000, Ethiopia",Remove your shoes…. again.,"London, United Kingdom","December 22, 2017",2015-02-09,2015,2,9,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",One of the wonders of the world,"Atlanta, Georgia","December 22, 2017",2015-02-04,2015,2,4,-84.3879824,33.7489954,Atlanta,United States
"Lalibela 1000, Ethiopia",Absolutely amazing,"Atlanta, Georgia","December 22, 2017",2015-02-04,2015,2,4,-84.3879824,33.7489954,Atlanta,United States
"Lalibela 1000, Ethiopia",One of the world's ancient man made wonders.,Kuala Lumpur,"December 22, 2017",2015-02-02,2015,2,2,101.686855,3.139003,Kuala Lumpur,Malaysia
"Lalibela 1000, Ethiopia",World Wonders,"Huntsville, TX","December 22, 2017",2015-02-02,2015,2,2,-95.55077709999999,30.7235263,Huntsville,United States
"Lalibela 1000, Ethiopia",In Safe Hands with Vast Ethiopia,"Cape Town, Western Cape, South Africa","December 22, 2017",2015-01-30,2015,1,30,18.4240553,-33.9248685,Cape Town,South Africa
"Lalibela 1000, Ethiopia",Beautiful and memorable,"Toronto, Canada","December 22, 2017",2015-01-30,2015,1,30,-79.3831843,43.653226,Toronto,Canada
"Lalibela 1000, Ethiopia",Beautiful and essential place to visit in Ethiopia but...,"Geneva, Switzerland","December 22, 2017",2015-01-28,2015,1,28,6.1431577,46.2043907,Genève,Switzerland
"Lalibela 1000, Ethiopia",Amazing church : the best of all in Lalibela,"Geneva, Switzerland","December 22, 2017",2015-01-28,2015,1,28,6.1431577,46.2043907,Genève,Switzerland
"Lalibela 1000, Ethiopia","Stunning churches - incredible guide, Memekia!","Bangkok, Thailand","December 22, 2017",2015-01-26,2015,1,26,100.5017651,13.7563309,Bangkok,Thailand
"Lalibela 1000, Ethiopia","Expensive, too expensive",Italy,"December 22, 2017",2015-01-24,2015,1,24,12.56738,41.87194,Roma,Italy
"Lalibela 1000, Ethiopia",Expensive day trip,Dominika,"December 22, 2017",2015-01-22,2015,1,22,-61.37097600000001,15.414999,NA,Dominica
"Lalibela 1000, Ethiopia",Amazing have to see,"Launceston, Australia","December 22, 2017",2015-01-18,2015,1,18,147.1440875,-41.43322149999999,Launceston,Australia
"Lalibela 1000, Ethiopia",Amazing,"Johannesburg, South Africa","December 22, 2017",2015-01-12,2015,1,12,28.0473051,-26.2041028,Johannesburg,South Africa
"Lalibela 1000, Ethiopia",Rip Off - 50 USD to see the Churches,"Addis Ababa, Addis Abeba, Ethiopia","December 22, 2017",2015-01-12,2015,1,12,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia","Impressive, but getting more commercial and less religious","Chennai (Madras), India","December 22, 2017",2015-01-11,2015,1,11,80.2707184,13.0826802,Chennai,India
"Lalibela 1000, Ethiopia",Church of st George,"Winnipeg, Canada","December 22, 2017",2015-01-09,2015,1,9,-97.13837439999999,49.895136,Winnipeg,Canada
"Lalibela 1000, Ethiopia",Churches of Lalibela,"Winnipeg, Canada","December 22, 2017",2015-01-09,2015,1,9,-97.13837439999999,49.895136,Winnipeg,Canada
"Lalibela 1000, Ethiopia",Extraordinary,"Coimbra, Portugal","December 22, 2017",2015-01-07,2015,1,7,-8.4102573,40.2033145,Coimbra,Portugal
"Lalibela 1000, Ethiopia",Breath taking history,"London, United Kingdom","December 22, 2017",2015-01-03,2015,1,3,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",Not worth $50,"Kigali, Rwanda","December 22, 2017",2014-12-31,2014,12,31,30.1044288,-1.9705786,Kigali,Rwanda
"Lalibela 1000, Ethiopia",A true wonder of the world!,London,"December 22, 2017",2014-12-29,2014,12,29,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",Unbelievable beauty,"Los Angeles, California","December 22, 2017",2014-12-28,2014,12,28,-118.2436849,34.0522342,Los Angeles,United States
"Lalibela 1000, Ethiopia",Incredible,"Axminster, United Kingdom","December 22, 2017",2014-12-28,2014,12,28,-2.994937,50.78272699999999,Axminster,United Kingdom
"Lalibela 1000, Ethiopia",One of the Wonders of the World!,"Denver, Colorado","December 22, 2017",2014-12-25,2014,12,25,-104.990251,39.7392358,Denver,United States
"Lalibela 1000, Ethiopia",Churches of Lalibela,"Hickory, NC","December 22, 2017",2014-12-23,2014,12,23,-81.3444573,35.7344538,Newton,United States
"Lalibela 1000, Ethiopia",Not worth $50,"London, England, United Kingdom","December 22, 2017",2014-12-20,2014,12,20,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",beautiful lalibela,"Ghazir, Lebanon","December 22, 2017",2014-12-18,2014,12,18,35.6628902,34.0185834,NA,Lebanon
"Lalibela 1000, Ethiopia",Lalibela churches,"Rotterdam, The Netherlands","December 22, 2017",2014-12-15,2014,12,15,4.4777326,51.9244201,Rotterdam,Netherlands
"Lalibela 1000, Ethiopia",Absolutely Incredible,"Washington, District of Columbia, United States","December 22, 2017",2014-12-14,2014,12,14,-77.0368707,38.9071923,Washington,United States
"Lalibela 1000, Ethiopia",strange church,"San Stino di Livenza, Italy","December 22, 2017",2014-12-11,2014,12,11,12.6813746,45.7297158,San Stino di Livenza,Italy
"Lalibela 1000, Ethiopia",Awesome,"Santa Cruz, California","December 22, 2017",2014-12-06,2014,12,6,-122.0307963,36.9741171,Santa Cruz,United States
"Lalibela 1000, Ethiopia",Great guide for Lalibela's churches,"Tel Aviv District, Israel","December 22, 2017",2014-12-06,2014,12,6,34.8072165,32.0929075,Ramat Gan,Israel
"Lalibela 1000, Ethiopia",WOW,London,"December 22, 2017",2014-12-03,2014,12,3,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",Beautiful,"Atlanta, Georgia","December 22, 2017",2014-12-02,2014,12,2,-84.3879824,33.7489954,Atlanta,United States
"Lalibela 1000, Ethiopia",Amazing!,"Atlanta, Georgia","December 22, 2017",2014-12-02,2014,12,2,-84.3879824,33.7489954,Atlanta,United States
"Lalibela 1000, Ethiopia",You need a guide - get in touch with Mario,"Hanoi, Vietnam","December 22, 2017",2014-12-01,2014,12,1,105.8341598,21.0277644,NA,Vietnam
"Lalibela 1000, Ethiopia",best tourist attraction in ethiopia,bristol,"December 22, 2017",2014-12-01,2014,12,1,-2.58791,51.454513,Bristol,United Kingdom
"Lalibela 1000, Ethiopia",Stunning Place - shame about the Machiato ;),"London, United Kingdom","December 22, 2017",2014-12-01,2014,12,1,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",Too expensive,"Sheboygan, Wisconsin","December 22, 2017",2014-11-30,2014,11,30,-87.71453,43.7508284,Sheboygan,United States
"Lalibela 1000, Ethiopia","Lalibela, Ethiopia - What no one else is writing about...","Seattle, Washington","December 22, 2017",2014-11-28,2014,11,28,-122.3320708,47.6062095,Seattle,United States
"Lalibela 1000, Ethiopia","Ruins, impertinent tipp claims - STAY AWAY!","Munich, Germany","December 22, 2017",2014-11-28,2014,11,28,11.5819805,48.1351253,München,Germany
"Lalibela 1000, Ethiopia",a true set of wonders of the world.,"Townsville, Australia","December 22, 2017",2014-11-27,2014,11,27,146.8169483,-19.2589635,Townsville City,Australia
"Lalibela 1000, Ethiopia",The experience of a life time,Vaxholm,"December 22, 2017",2014-11-24,2014,11,24,18.3263804,59.40329679999999,Vaxholm,Sweden
"Lalibela 1000, Ethiopia",Prepared to be moved and amazed.,Vaxholm,"December 22, 2017",2014-11-24,2014,11,24,18.3263804,59.40329679999999,Vaxholm,Sweden
"Lalibela 1000, Ethiopia",magical place,"London, United Kingdom","December 22, 2017",2014-11-21,2014,11,21,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia","Unique, precious","London, United Kingdom","December 22, 2017",2014-11-20,2014,11,20,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",Cross-shaped king's legacy,"London, United Kingdom","December 22, 2017",2014-11-20,2014,11,20,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia","More than just rock churches, but living culture of Ethiopian people",Morrison,"December 22, 2017",2014-11-19,2014,11,19,-105.1910996,39.6535988,Morrison,United States
"Lalibela 1000, Ethiopia",It's a must!,Vilnius,"December 22, 2017",2014-11-19,2014,11,19,25.2796514,54.6871555,Vilnius,Lithuania
"Lalibela 1000, Ethiopia",much better than the pictures!,"Hexham, Northumberland, UK","December 22, 2017",2014-11-18,2014,11,18,-2.1121439,54.972665,Rye Close,United Kingdom
"Lalibela 1000, Ethiopia",Overrated and overpriced,"Detroit, Michigan","December 22, 2017",2014-11-15,2014,11,15,-83.0457538,42.331427,Detroit,United States
"Lalibela 1000, Ethiopia",Amazing!!,"San Diego, California","December 22, 2017",2014-11-12,2014,11,12,-117.1610838,32.715738,San Diego,United States
"Lalibela 1000, Ethiopia",$50 but go for it. The visits are like time travel,"New York City, New York","December 22, 2017",2014-11-11,2014,11,11,-74.0059728,40.7127753,New York,United States
"Lalibela 1000, Ethiopia",Sunrise or sunset but not doing rush hours,"New York City, New York","December 22, 2017",2014-11-11,2014,11,11,-74.0059728,40.7127753,New York,United States
"Lalibela 1000, Ethiopia",I've had the good fortune to visit twice...go!,"Des Moines, Iowa","December 22, 2017",2014-11-11,2014,11,11,-93.6091064,41.6005448,Des Moines,United States
"Lalibela 1000, Ethiopia",Famous Place,Southern Nevada,"December 22, 2017",2014-11-10,2014,11,10,-115.2098505,36.1709357,Las Vegas,United States
"Lalibela 1000, Ethiopia",Like Nowhere Else In The World,Southern Nevada,"December 22, 2017",2014-11-10,2014,11,10,-115.2098505,36.1709357,Las Vegas,United States
"Lalibela 1000, Ethiopia",Unbelievable,pretoria,"December 22, 2017",2014-10-29,2014,10,29,28.2292712,-25.7478676,Pretoria,South Africa
"Lalibela 1000, Ethiopia",Incredible Sites / Great Guide,"Washington DC, District of Columbia","December 22, 2017",2014-10-26,2014,10,26,-77.0368707,38.9071923,Washington,United States
"Lalibela 1000, Ethiopia",A must in Ethiopia!!!,"Frankfurt, Germany","December 22, 2017",2014-10-25,2014,10,25,8.6821267,50.1109221,Frankfurt am Main,Germany
"Lalibela 1000, Ethiopia",Tour of the stone churches!,Dhahran,"December 22, 2017",2014-10-22,2014,10,22,50.0393017,26.2361248,Dhahran,Saudi Arabia
"Lalibela 1000, Ethiopia",Outstanding Architecture,"Brisbane, Australia","December 22, 2017",2014-10-13,2014,10,13,153.0251235,-27.4697707,Brisbane City,Australia
"Lalibela 1000, Ethiopia",I recommend a visit,"Uppsala, Sweden","December 22, 2017",2014-10-12,2014,10,12,17.6389267,59.85856380000001,Uppsala,Sweden
"Lalibela 1000, Ethiopia",Ethiopia's premier tourist attraction,"Halifax, United Kingdom","December 22, 2017",2014-10-11,2014,10,11,-1.85754,53.72702,Halifax,United Kingdom
"Lalibela 1000, Ethiopia",A must,"Yangon (Rangoon), Myanmar","December 22, 2017",2014-10-07,2014,10,7,96.19513200000002,16.8660694,Yangon,Myanmar (Burma)
"Lalibela 1000, Ethiopia",wooooooow !,"Yangon (Rangoon), Myanmar","December 22, 2017",2014-10-07,2014,10,7,96.19513200000002,16.8660694,Yangon,Myanmar (Burma)
"Lalibela 1000, Ethiopia",Unique and underappreciated,"Allentown, Pennsylvania","December 22, 2017",2014-10-05,2014,10,5,-75.4901833,40.6084305,Allentown,United States
"Lalibela 1000, Ethiopia",A must visit in Ethiopia,Israel,"December 22, 2017",2014-10-04,2014,10,4,34.851612,31.046051,NA,Israel
"Lalibela 1000, Ethiopia",Lalibela churches,France,"December 22, 2017",2014-10-02,2014,10,2,2.213749,46.227638,Courtabœuf Cedex,France
"Lalibela 1000, Ethiopia",Crazy piece of work for the 12th century,"Addis Ababa, Ethiopia","December 22, 2017",2014-09-24,2014,9,24,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Amazing work,"Addis Ababa, Ethiopia","December 22, 2017",2014-09-24,2014,9,24,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia",Amazing churches and a fantastic guide,Buriton,"December 22, 2017",2014-09-21,2014,9,21,-0.9502024000000001,50.977656,Buriton,United Kingdom
"Lalibela 1000, Ethiopia","Must be the most amazing ""building"" in the world",uk,"December 22, 2017",2014-09-14,2014,9,14,-3.435973,55.378051,NA,United Kingdom
"Lalibela 1000, Ethiopia",Amazing collection of wonders - overpriced & flea ridden,"London, United Kingdom","December 22, 2017",2014-09-11,2014,9,11,-0.1277583,51.5073509,London,United Kingdom
"Lalibela 1000, Ethiopia",All are pretty astounding,"Karatu, Tanzania","December 22, 2017",2014-09-04,2014,9,4,35.66968019999999,-3.3454038,Karatu,Tanzania
"Lalibela 1000, Ethiopia",This is a place where I recommend you too..,"Addis Ababa, Ethiopia","December 22, 2017",2014-09-03,2014,9,3,38.7577605,8.9806034,Addis Ababa,Ethiopia
"Lalibela 1000, Ethiopia","Guide in Lalibela, I warmly recomend our guide Alebachew","Oslo, Norway","December 22, 2017",2014-09-01,2014,9,1,10.7522454,59.9138688,Oslo,Norway
"Lalibela 1000, Ethiopia",Unforgettable experience (with a few warnings of course),"Los Angeles, California","December 22, 2017",2014-08-26,2014,8,26,-118.2436849,34.0522342,Los Angeles,United States
"Lalibela 1000, Ethiopia",Worth a visit,"Dublin, Ireland","December 22, 2017",2014-08-26,2014,8,26,-6.2603097,53.3498053,Dublin,Ireland
"Lalibela 1000, Ethiopia",Amazing sites,"Dublin, Ireland","December 22, 2017",2014-08-26,2014,8,26,-6.2603097,53.3498053,Dublin,Ireland
"Lalibela 1000, Ethiopia",Lalibela with 12 year old kids,"London, Canada","December 22, 2017",2014-08-25,2014,8,25,-81.2452768,42.9849233,London,Canada
"Lalibela 1000, Ethiopia",Unique experience,"Helsinki, Finland","December 22, 2017",2014-08-23,2014,8,23,24.9383791,60.16985569999999,Helsingfors,Finland
"Lalibela 1000, Ethiopia",Amazing,"Aberdeen, UK","December 22, 2017",2014-08-19,2014,8,19,-2.094278,57.149717,Aberdeen,United Kingdom
"Lalibela 1000, Ethiopia",8th wonder,"Baltimore, Maryland","December 22, 2017",2014-08-11,2014,8,11,-76.6121893,39.2903848,Baltimore,United States
"Lalibela 1000, Ethiopia",Marvellous,"Moscow, Russia","December 22, 2017",2014-08-11,2014,8,11,37.6172999,55.755826,Moskva,Russia
"Lalibela 1000, Ethiopia","Really amazing, must see!","Canterbury, United Kingdom","December 22, 2017",2014-08-04,2014,8,4,1.0789089,51.280233,Canterbury,United Kingdom
"Lalibela 1000, Ethiopia",Great!,"Canterbury, United Kingdom","December 22, 2017",2014-08-04,2014,8,4,1.0789089,51.280233,Canterbury,United Kingdom
"Lalibela 1000, Ethiopia",Spectacular!,"Baltimore, Maryland","December 22, 2017",2014-08-03,2014,8,3,-76.6121893,39.2903848,Baltimore,United States
